"265","1","1235","3","700.00","Efectivo","7/23/2014","/"
"266","1","664","6","23445.00","Deposito","7/23/2014","Transferencia en efectivo al BI "
"267","1","19","6","4095.00","Efectivo","7/23/2014","Depostio Coosajo"
"270","1","548","6","20905.00","Efectivo","7/23/2014","Deposito Coosajo"
"271","1","10","6","65000.00","Efectivo","7/23/2014","Depostio GyT el 10/07/2014"
"273","1","664","6","19875.00","Deposito","7/23/2014","Transferencia en efectivo al BI"
"274","1","2348","2","990.00","Deposito","7/28/2014","BAnrural No. 14167009"
"275","1","4163","2","1133.33","Deposito","7/28/2014","Abonado en bril y Junio con cheques del BI a la cuenta del Bi Click"
"276","1","548","5","25000.00","Efectivo","7/30/2014","Se sacÃ³ de Coosajo RL se le dio a Sergio en efectivo"
"278","1","371","6","17418.05","Cheque","7/31/2014","Cancelacion total a la fecha"
"279","1","2009","24","225.00","Efectivo","7/31/2014","cancelaciÃ³n de pantalla para proyector"
"280","1","3056","2","2650.00","Deposito","7/31/2014","Gilder pago parte de esta deuda."
"281","1","309","2","3995.00","Deposito","7/31/2014","pago con cheque a gilder. esto se puso como abono a bodega"
"282","1","4336","2","3220.00","Deposito","7/31/2014","Pagado con comisiones de Denis Vasques"
"286","1","3750","2","1837.25","Deposito","8/1/2014","Depositado con cheque en banrural, no se abono el dia que se deposito"
"287","1","3079","27","1065.00","Efectivo","8/1/2014","Abono final"
"288","1","2557","25","3035.00","Cheque","8/2/2014","cheque numero No. 3435 por Q 3035.00"
"289","1","15","5","150.00","Efectivo","8/2/2014","Abono a Deuda"
"290","1","3791","25","1000.00","Efectivo","8/4/2014","abono de Q 1000.00 a cuenta pendiente, saldo restante de Q 800.00"
"291","1","2348","2","950.00","Deposito","8/4/2014","Deposito Banrural 1 de agosto No. 8897022"
"292","1","15","24","100.00","Efectivo","8/4/2014","abono con trabajo de mac."
"293","1","4153","3","500.00","Efectivo","8/4/2014","/"
"294","1","303","2","1600.00","Deposito","8/4/2014","Banrural Boleta No. 14682485"
"295","1","4212","3","1000.00","Efectivo","8/6/2014","/"
"297","1","3016","3","10699.00","Cheque","8/7/2014","No cheuqe banrurak mancomunidad 1226/07244947"
"298","1","654","3","626.00","Deposito","8/8/2014","/"
"299","1","309","5","2200.00","Deposito","8/8/2014","Deposito en Banrrural"
"300","1","664","6","60000.00","Deposito","8/8/2014","Cancelacion factura 15831 transferencia en efectivo al BI"
"301","1","94","27","1500.00","Efectivo","8/11/2014","Abono en efectivo"
"302","1","5271","2","151.00","Efectivo","8/11/2014","Abono total"
"303","1","4912","2","3200.00","Cheque","8/12/2014","Cheque Banrural No. 207 a nombre se salvador"
"304","1","815","2","729.00","Deposito","8/12/2014","Este depostio ira a perdidas, ya que nadie sabe exactamente como paso pero aparentemente el cliente ya pago."
"310","1","82","3","314.00","Efectivo","8/12/2014","/"
"311","1","2449","3","1860.00","Cheque","8/12/2014","/"
"312","1","1867","3","338.00","Cheque","8/12/2014","Abono a credito cheque no. 071 - 2 Rauter"
"314","1","3053","3","50.00","Efectivo","8/12/2014","/"
"315","1","110","24","1647.00","Deposito","8/13/2014","Deposito realisado el dia 12/08/2014 en teculutan voleta No.14284629.."
"316","1","4087","2","10000.00","Deposito","8/13/2014","DEposito banrural No. 14921961 13 de agosto 2014"
"317","1","1449","25","4795.00","Cheque","8/18/2014","cancelaciÃ³n de caÃ±onera epson  "
"318","1","110","24","1252.00","Deposito","8/18/2014","Deposito realizado en teculutan el dia 13/08/2014 N0.Boleta 8895834"
"319","1","3377","3","1188.00","Cheque","8/18/2014","No de cheque 88284317 Banco gyt mancomunidad trinacional "
"321","1","2707","24","1700.00","Deposito","8/19/2014","No. boleta 497341 deposito 16/08/2014 Banrural"
"322","1","4115","2","400.00","Efectivo","8/19/2014","Dinero retirado de Coosajo. depositado a cuenta de salva"
"323","1","497","24","530.00","Efectivo","8/19/2014","En efectivo."
"324","1","1687","25","308.04","Cheque","8/20/2014","CANCELA CARTUCHO TINTA NEGRA HP, CON CHEQUE NO.03677241"
"328","1","135","5","330.00","Deposito","8/21/2014","Deposito en banrrural"
"332","1","664","6","48270.00","Deposito","8/21/2014","Transferencia en efectivo al BI"
"333","1","4211","3","150.00","Deposito","8/22/2014","No boleta 20803578"
"334","1","4494","25","2850.00","Efectivo","8/22/2014","pago de cpu celeron 2gb 500gb"
"338","1","436","24","200.00","Efectivo","8/23/2014","cancela vidiojuego"
"339","1","962","3","3791.00","Deposito","8/25/2014","No boleta 16824225"
"340","1","135","5","300.00","Deposito","8/26/2014","Deposito en Banrrural el domingo 24 de agosto"
"341","1","121","3","66.00","Efectivo","8/26/2014","/"
"342","1","3053","3","400.00","Efectivo","8/26/2014","/"
"344","1","655","6","22405.00","Deposito","8/28/2014","Deposito con cheque en banrural boleta no. 1378018"
"345","1","664","6","2900.00","Cheque","8/28/2014","Transferencia en efectivo al BI"
"346","1","155","3","549.00","Deposito","8/31/2014","no 14737150 el 21 de agosto "
"347","1","872","25","385.00","Cheque","9/2/2014","cancelacion de cargador hp original con cheque No. 1207 banco Industrial"
"348","1","793","3","110.00","Efectivo","9/2/2014","/"
"349","1","1141","3","700.00","Efectivo","9/3/2014","/"
"350","1","1067","3","800.00","Cheque","9/3/2014","/"
"351","1","1867","3","165.00","Cheque","9/4/2014","Cheque InterBanco No. 101-6 22534 de Corporacion Estabia"
"352","1","1067","3","1445.00","Deposito","9/4/2014","No deposito 22710635	"
"353","1","3983","2","2620.00","Deposito","9/5/2014","Se pago con facturas de Options Print el 2 de septiembre 2014"
"354","1","664","6","40155.00","Deposito","9/5/2014","Tranzferencia al BI en efectibo"
"355","1","2302","2","2505.00","Deposito","9/5/2014","Se Cancelo con cuadre de Graficentro (3900). la diferencia se pago con cheque banrural No. 670"
"356","1","2707","3","950.00","Efectivo","9/5/2014","/"
"357","1","4229","3","450.00","Efectivo","9/5/2014","/"
"358","1","4978","3","290.00","Efectivo","9/5/2014","/"
"359","1","4212","3","500.00","Efectivo","9/5/2014","/"
"360","1","389","2","6000.00","Deposito","9/5/2014","Deposito Banrural Boleta No, 16855312"
